Unnamed: 0,Index,Title,Content,Level,Tag,Category,Author
10,168,['[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part4: 게임 서버'],"['게임', '서버']",중급자,"['C#', 'Unity', '네트워크']","['BEST', '게임 개발', '게임 프로그래밍']",['Rookiss']
11,169,['[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part1: C# 기초 프로그래밍 입문'],"['게임', '프로그래밍', '유니티']",입문자,['C#'],"['BEST', '게임 개발', '게임 프로그래밍']",['Rookiss']
12,170,['처음하는 SQL과 데이터베이스(MySQL) 부트캠프 [입문부터 활용까지] (2023년까지 업데이트)'],"['문제', '문법', '실제', '실전', '제어', '데이터베이스', '기술', '파이썬', '데이터', '분석', '자동', '연습']",초급자,"['Python', 'SQL', 'MySQL', 'DBMS/RDBMS', '데이터 엔지니어링']","['BEST', '데이터 사이언스', '데이터 분석']",['잔재미코딩']
13,171,['데이터 분석 SQL Fundamentals'],"['팁', '함수', '조인', '데이터', '서브', '실무', '메커니즘', '동작', '변형', '집합', '유의', '적용', '유형', '쿼리', '집계', '레벨']",초급자,"['SQL', 'PostgreSQL', 'DBMS/RDBMS']","['BEST', '데이터 사이언스', '데이터 분석']",['권 철민']
14,172,['스프링 부트 - 핵심 원리와 활용'],"['원리', '라이브러리', '스프링부트', '제공', '기능', '핵심', '모니터링', '동작', '내부', '만들기']",초급자,"['Spring Boot', 'Spring', 'spring-boot-actuator', 'Prometheus', 'grafana']","['BEST', '개발 · 프로그래밍', '백엔드']",['김영한']
15,173,['실전! 스프링 부트와 JPA 활용2 - API 개발과 성능 최적화'],"['조회', '튜닝하', '스프링부트', '개발', '실무', '성능', '최적화']",중급자,"['Java', 'Spring', 'Spring Boot', 'JPA']","['BEST', '개발 · 프로그래밍', '백엔드']",['김영한']
16,174,['Vue 3 시작하기'],"['프론트엔드', '웹', '개발']",초급자,"['Vue.js', 'Vue 3', 'JavaScript']","['NEW', '개발 · 프로그래밍', '프론트엔드']",['장기효(캡틴판교)']
17,175,['독하게 시작하는 C 프로그래밍'],"['포인터', '문법', '언어', '컴퓨터', '구조']",초급자,"['vc++', 'C', '컴퓨터 구조', 'assembly-language']","['NEW', '개발 · 프로그래밍', '프로그래밍 언어']",['널널한 개발자']
18,176,['언리얼로 만드는 게임사운드 - 초급'],"['사운드', '큐', '게임', '리얼', '디자인']",입문자,"['Unreal Engine', '음향 시스템', 'meta sound', '작곡']","['NEW', '게임 개발', '기타']",['강싸디']
19,177,['CloudNet@와 함께하는 AWS 네트워킹 입문'],"['도식', '지식', '입문', '깊이', '퍼블릭', '네트워킹', '실습', '서비스', '표현', '클라우드', '기초']",입문자,"['AWS', '네트워크']","['BEST', '개발 · 프로그래밍', '데브옵스 · 인프라']",['Ongja_CloudNet@']
20,178,['프로그래밍 시작하기 : 도전! 45가지 파이썬 기초 문법 실습 (Inflearn Original)'],"['복습', '프로그래밍', '퀴즈', '파이썬', '사용', '문서', '학습', '문법', '대비', '기초', '작업', '입문', '코드', '패턴']",초급자,['Python'],"['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['인프런']
21,179,['독하게 되새기는 C 프로그래밍'],"['멀티스레드', '핵심', '기법', '큐어', '운영체제', '언어', '메모리', '디버깅', '코딩', '개발자', '컴파일러', '컴퓨터', '스택', '입문', '원리', '의미', '취약점', '프레임', '보안', '구조']",중급자,"['C', 'kernel', 'secure-coding']","['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['널널한 개발자']
22,180,['넓고 얕게 외워서 컴공 전공자 되기'],"['프로그래밍', '변환', '원자성', '운영체제', '병렬', '인터프리터', '진수', '동시성', '맛보기', '자료구조', '설명', '고급', '체계', '전가산기', '컴퓨터', '컴파일러', '기초', '이론', '방식', '어휘', '진법', '구조']",입문자,['운영체제'],"['BEST', '개발 · 프로그래밍', '교양 · 기타']",['널널한 개발자']
23,181,['모든 개발자의 실무를 위한 올인원 기본기 클래스'],"['지식', '기초', '프로그래밍', '객체', '개발', '핵심', '실무', '클린', '소프트웨어', '사용', '용법', '코드', '아키텍처', '패턴', '리팩토링', '지향', '테스트']",초급자,"['객체지향', '소프트웨어 테스트', '아키텍처', 'Git', 'Python']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['그랩']
24,182,['타입스크립트 입문 - 기초부터 실전까지'],"['타입스크립트', '개발', '자바스크립트', '프런트엔드', '타입', '적용', '시스템']",초급자,"['TypeScript', 'ES6', 'JavaScript']","['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['장기효(캡틴판교)']
25,183,['코틀린 고급편'],"['코틀린', '문법', '프로그래밍', '위임', '리플렉션', '학습', '함수', '지연']",중급자,"['Kotlin', '객체지향', '함수형 프로그래밍']","['개발 · 프로그래밍', '프로그래밍 언어']",['최태현']
26,184,['[인프런x코드캠프] 부트캠프에서 만든 고농축 프론트엔드 코스'],"['커뮤니케이션', '개발', '포트폴리오', '습득', '실무', '백엔드', '기술', '구현', '사이클', '프로젝트', '기본', '스택', '역량', '최신', '증진']",입문자,"['React', 'Next.js', 'GraphQL', 'SEO', 'Node.js']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['코드캠프']
28,185,['[인프런x코드캠프] 시작은 프리캠프'],"['개발', '가입', '관리', '깃허브', '회원', '설치', '구현', '전공자', '프로그램', '코딩', '다이어리', '개발자', '툴', '기초', '기본', '상식', '웹', '협업', '기획']",입문자,"['HTML/CSS', 'JavaScript']","['BEST', '개발 · 프로그래밍', '웹 개발']",['코드캠프']
29,186,['[입문자를 위한 UE5] Part5. 언리얼 엔진 VR'],"['게임', '엔진', '개발', '리얼']",중급자,"['Unreal Engine', 'UE Blueprint', 'VR/AR']","['게임 개발', '게임 프로그래밍']",['Rookiss']
30,187,['[입문자를 위한 UE5] Part1. 언리얼 엔진 블루프린트'],"['프린트', '블루', '리얼', '엔진', '기초']",입문자,"['UE Blueprint', 'Unreal Engine']","['BEST', '게임 개발', '게임 프로그래밍']",['Rookiss']
31,188,['파이썬을 활용한 머신러닝 딥러닝 입문'],"['기초', '딥러닝', '러닝', '머신러닝', '전통', '모델']",입문자,"['머신러닝', '딥러닝', 'Python', 'Numpy', 'Pandas']","['데이터 사이언스', '인공지능']",['YoungJea Oh']
32,189,['자바 개발자를 위한 코틀린 입문(Java to Kotlin Starter Guide)'],"['사례', '원리', '문법', '배경', '개념', '등장', '사용', '동작', '기초']",초급자,"['Kotlin', 'Java', '객체지향']","['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['최태현']
33,190,['Spring Cloud로 개발하는 마이크로서비스 애플리케이션(MSA)'],"['스프링부트', '서비스', '클라우드', '스프링', '마이크로']",초급자,"['Spring Cloud', 'MSA', 'Spring Boot', 'Kafka', '아키텍처']","['BEST', '개발 · 프로그래밍', '백엔드']",['Dowon Lee']
35,191,"['파이썬입문과 크롤링기초 부트캠프 [파이썬, 웹, 데이터 이해 기본까지] (2023년까지 업데이트)']","['수집', '크롤링', '입문', '포맷', '프로그래밍', '과학', '웹', '파이썬', '사용', '기법', '엑셀', '기술', '데이터']",입문자,"['Python', '웹 크롤링']","['BEST', '데이터 사이언스', '데이터 분석']",['잔재미코딩']
36,192,['그림으로 쉽게 배우는 네트워크'],"['네트워크', '과학', '컴퓨터', '인터넷', '구조']",입문자,['네트워크'],"['BEST', '보안 · 네트워크', '네트워크']",['감자']
37,193,['입문자를 위한 코딩테스트 핵심(이론과 문제풀이) [Python]'],"['문제', '알고리즘', '코딩', '자료구조', '기초', '이론', '테스트']",입문자,"['Python', '코딩 테스트']","['개발 · 프로그래밍', '알고리즘 · 자료구조']",['김태원']
38,194,['한 입 크기로 잘라먹는 타입스크립트(TypeScript)'],"['필요성', '스크립트', '타입스크립트', '집합', '사용', '리액트', '특징', '시스템']",초급자,['TypeScript'],"['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['이정환 Winterlood']
39,195,['three.js로 시작하는 3D 인터랙티브 웹'],"['구현', '라이브러리', '웹', '자바스크립트', '인터랙티브', '개발', '바닐라']",초급자,"['인터랙티브 웹', 'Blender', 'Three.js']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['1분코딩']
40,196,['자바스크립트 알고리즘 문제풀이 입문(코딩테스트 대비)'],"['문제풀이', '알고리즘', '문제해결', '능력', '자바스크립트', '향상']",입문자,"['JavaScript', '코딩 테스트']","['BEST', '개발 · 프로그래밍', '알고리즘 · 자료구조']",['김태원']
41,197,"['더 개발자, 인터뷰 가이드']","['파악', '팁', '하드', '질문', '해설', '채용', '방안', '이직', '개발자', '소프트', '직할', '스킬', '평가', '도움']",초급자,"['면접', '코딩 테스트']","['BEST', '커리어', '취업 · 이직']",['백기선']
42,198,['스프링과 JPA 기반 웹 애플리케이션 개발'],"['리프', '실제', '웹', '서비스', '개발', '타임리프', '사용', '스프링']",중급자,"['Java', 'Spring', 'Spring Boot', 'Thymeleaf', 'JPA']","['BEST', '개발 · 프로그래밍', '백엔드']",['백기선']
43,199,['스프링 부트 개념과 활용'],"['제공', '원리', '스프링부트', '기능', '웹', '개발', '핵심', '애플리케이션']",중급자,"['Spring', 'Spring Boot', 'Java']","['BEST', '개발 · 프로그래밍', '백엔드']",['백기선']
44,200,['이득우의 언리얼 프로그래밍 Part2 - 언리얼 게임 프레임웍의 이해'],"['설계', '프로그래밍', '게임', '제작', '리얼', '엔진', '용법', '기초']",중급자,"['Unreal Engine', '언리얼 C++', 'UE Blueprint']","['BEST', '게임 개발', '게임 프로그래밍']",['이득우']
45,201,['카프카 완벽 가이드 - 커넥트(Connect) 편'],"['카프카', '클래스', '핵심', '변환', '소스', '기법', '구성요소', '레지스트리', '데이터', '관리', '구축', '실무', '메커니즘', '커넥터', '환경', '방안', '특징', '시스템', '통합', '메시지', '적용', '커넥트', '설정', '스키마', '노하우', '기반', '구동', '복제', '연동']",중급자,"['Kafka', '데이터 엔지니어링']","['데이터 사이언스', '데이터 수집 · 처리']",['권 철민']
46,202,['스파크 머신러닝 완벽 가이드 - Part 1'],"['파이프', '능력', '베이지안', '분석', '라인', '최적화', '기법', '처리', '데이터', '스파크', '실력', '튜닝', '난이도', '도메인', '파라미터', '모델', '기술', '동시', '구현', '요소', '상세', '러닝', '시각', '향상', '문제', '구성', '실전', '기반', '머신러닝', '하이퍼파라미터']",중급자,"['Apache Spark', '머신러닝', '빅데이터', '데이터 엔지니어링']","['BEST', '데이터 사이언스', '데이터 분석']",['권 철민']
47,203,['PM을 위한 데이터 리터러시(프로덕트 데이터 분석)'],"['설계', '실험', '프로세스', '업무', '프로', '기반', '정의', '분석', '지표', '로깅', '사용', '예시', '덕트', '로그', '데이터']",초급자,"['데이터 리터러시', 'metric hierarchy', 'AB test']","['BEST', '비즈니스 · 마케팅', '기획 · 전략 · PM']",['카일스쿨']
48,204,['스프링 DB 1편 - 데이터 접근 핵심 원리'],"['원리', '내부', '접근', '사용', '스프링', '기술']",초급자,"['Spring', 'MVC', 'spring-jdbc']","['BEST', '개발 · 프로그래밍', '백엔드']",['김영한']
49,205,['모든 개발자를 위한 HTTP 웹 기본 지식'],"['기본', '설계', '네트워크', '핵심']",초급자,['네트워크'],"['BEST', '개발 · 프로그래밍', '웹 개발']",['김영한']
50,206,['언리얼로 만드는 게임사운드 - 개요'],"['사운드', '게임', '디자인', '리얼']",입문자,"['Unreal Engine', '음향 시스템', 'meta sound', 'sound']","['NEW', '게임 개발', '기타']",['강싸디']
51,207,['언리얼로 만드는 게임사운드 - 중.고급 과정'],"['사운드', '프린트', '메타', '블루', '게임', '리얼', '포트폴리오', '디자인']",중급자,"['Unreal Engine', '음향 시스템', 'meta sound', 'sound', '작곡']","['NEW', '게임 개발', '기타']",['강싸디']
52,208,['면접 전에 알고 가면 좋을 것들 - 신입 Java 백엔드 개발자편'],"['네트워크', '차이', '권장', '작동', '버전', '프로토콜', '기능', '요소', '원리', '웹', '서비스', '작성', '이력서', '구조']",초급자,"['기술면접', '이력서', 'DBMS/RDBMS', 'tcpip']","['커리어', '취업 · 이직']",['널널한 개발자']
53,209,['Oracle PL/SQL 딱 이만큼..'],"['문법', '실전', '업무', '시나리오', '운영', '사용', '기초']",초급자,"['PL/SQL', 'SQL', 'Oracle']","['NEW', '개발 · 프로그래밍', '데이터베이스']",['IT늦공 김부장']
54,210,['부트캠프에서 알려주지 않는 것들 (리액트 렌더링 최적화 편) 2편'],"['원리', '기능', '이미지', '최신', '최적화', '리액트']",중급자,"['React', 'react-usememo', '기술면접', 'Next.js']","['개발 · 프로그래밍', '웹 개발']",['애프터캠프']
55,211,['엑셀 활용하기 : EXCEL 중급 (Inflearn Original)'],"['실무', '분석', '스킬', '시각', '처리', '데이터']",중급자,"['Excel', 'Excel PowerQuery', 'vlookup', 'MS-Office']","['비즈니스 · 마케팅', '오피스']",['인프런']
56,212,['요즘 뜨는 프로덕트 디자이너 실무 가이드'],"['디자이너', '설계', '전략', '시스템', '프로', '구축', '진행', '수정', '리서치', '고객', '덕트', '디자인', '기초', '데이터']",입문자,"['Figma', 'ProtoPie', '디자인 시스템']","['크리에이티브', 'UX/UI']",['볼디']
57,213,['GA4 필수 코스 (by 현직 실리콘밸리 마케팅 디렉터)'],"['구글', '실무', '데이터', '애널리틱', '분석', '과정']",초급자,"['GA4', 'Google Analytics', 'Google Tag Manager', '디지털 마케팅', '퍼포먼스 마케팅']","['비즈니스 · 마케팅', '마케팅']",['Grace Shin']
58,214,['Kotlin & Spring 네트워킹 밋업 다시보기'],"['코틀린', '스택', '조합', '관심', '스프링', '전환']",초급자,"['Kotlin', 'Spring']","['개발 · 프로그래밍', '백엔드']",['인프런']
59,215,['누구나 할 수 있는 - SwiftUI Basic with iOS 16'],"['출시', '사전', '개발', '동물', '구조도', '움직임', '멸종위기', '클론', '사용', '코딩', '앱', '최근', '업데이트']",초급자,"['iOS', 'SwiftUI', 'Swift']","['개발 · 프로그래밍', '모바일 앱 개발']",['Jacob']
60,216,['곰책으로 쉽게 배우는 최소한의 운영체제론'],"['스레드', '운영체제', '원리', '프로세스', '의미', '가상', '메모리', '캐시', '시스템', '작동']",입문자,['운영체제'],"['BEST', '개발 · 프로그래밍', '교양 · 기타']",['널널한 개발자']
61,217,['외워서 끝내는 네트워크 핵심이론 - 기초'],"['일련', '네트워크', '역할', '작동', '이유', '시스템', '번호', '과정', '소멸', '기본', '원리', '웹', '서비스', '인터넷', '구조']",입문자,"['네트워크', '프로토콜']","['BEST', '보안 · 네트워크', '네트워크']",['널널한 개발자']
62,218,['내 가치를 높이는 노션 이력서 만들기'],"['확인', '페이지', '팁', '사람', '능력', '제작', '섹션', '데이터', '공유', '보고', '유의', '구성', '웹', '서비스', '노션', '어필', '작성', '기획', '이력서']",입문자,"['이력서', 'Notion']","['커리어', '취업 · 이직']",['이보민']
63,219,['오늘부터 개발자 - 개발자를 준비하기 전 꼭 알아야 할 것'],['개발자'],입문자,"['면접', '포트폴리오']","['BEST', '커리어', '취업 · 이직']",['김병욱']
64,220,"['모의해킹 실무자가 알려주는, XSS 공격 기법']","['원리', '공격', '개념', '종류']",초급자,"['모의해킹', 'xss']","['BEST', '보안 · 네트워크', '보안']",['크리핵티브']
65,221,['[따라하면 취업되는 게임기획]실전 농장 SNG 게임'],"['농장', '기획', '게임', '게임개발']",입문자,['게임기획'],"['게임 개발', '게임 기획']",['JamesKim']
66,222,['나만의 캐릭터를 만들 수 있는 지브러시 (Zbrush) 기초'],"['브러시', '지브러스', '오브젝트', '기능', '학습', '캐릭터', '제작', '형태', '작업', '과정']",입문자,"['ZBrush', '캐릭터 디자인']","['BEST', '크리에이티브', 'CAD · 3D 모델링']",['청강문화산업대학교']
67,223,['비전공자를 위한 진짜 입문 올인원 개발 부트캠프'],"['기본', '지식', '웹', '개발', '러닝', '머신러닝', '서버', '모바일', '클라우드', '앱']",입문자,"['JavaScript', 'React', 'Node.js', 'Express', 'React Native']","['BEST', '개발 · 프로그래밍', '풀스택']",['그랩']
68,224,['모두를 위한 파이썬 : 필수 문법 배우기 Feat. 오픈소스 패키지 배포 (Inflearn Original)'],"['면접', '프로그래밍', '파이썬', '개발', '오픈소스', '애플리케이션', '기술', '문법', '대비', '엔지니어', '개발자', '프로젝트', '참가', '지식', '작성', '수준']",중급자,['Python'],"['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['인프런']
69,225,['Vue.js 시작하기 - Age of Vue.js'],"['화면', '프런트엔드', '웹', '개발']",초급자,"['JavaScript', 'Vue.js']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['장기효(캡틴판교)']
70,226,['친절한 블렌더 - [LV.1] 기초 모델링'],"['빛', '원리', '오브젝트', '카메라', '기능', '에디트', '컨트롤', '모디파이', '모드', '사용', '렌더', '메뉴']",초급자,"['Blender', '3d-modelling', '3d-rendering', '3d']","['크리에이티브', 'CAD · 3D 모델링']",['codemod']
71,227,"['롱런하는 슈퍼 개발자가 되기 위한 필수 지식, IT 인프라 기초 총정리']","['커뮤니케이션', '기업', '대표', '운영자', '실제', '대처', '운영', '방안', '기술', '요소', '발생', '용어', '개발자', '기초', '상황', '구성', '전반', '인프라', '개념', '장애']",입문자,"['infrastructure', 'cloud-computing', '네트워크', 'security', 'server-client']","['보안 · 네트워크', '시스템']",['쉐어드IT']
72,228,['2시간으로 끝내는 코루틴'],"['코틀린', '스레드', '다른', '루틴', '사용', '동작']",초급자,"['Kotlin', 'coroutine']","['개발 · 프로그래밍', '프로그래밍 언어']",['최태현']
73,229,['Airflow 마스터 클래스'],"['전송', '호출', '카카오', '개발', '기반', '데이터', '메시지', '개념', '시각', '알람', '기초', '자동', '파이프라인']",초급자,"['airflow', '데이터 엔지니어링', 'Python']","['데이터 사이언스', '데이터 수집 · 처리']",['김현진']
74,230,"['비전공자의 전공자 따라잡기 - 데이터베이스,SQL']","['벤치', '정규화', '데이터베이스', '용법', '이론']",입문자,"['DBMS/RDBMS', 'SQL', 'MySQL', 'mysql-workbench']","['개발 · 프로그래밍', '데이터베이스']",['조현영']
75,231,['제대로 파는 자바 (Java) - by 얄코'],"['프로그래밍', '기준', '함수', '객체지향', '깊이', '용법', '기술', '구현', '문법', '라이브러리', '고급', '멀티태스킹', '리플렉션', '기능', '상세', '스트림', '툴', '기초', '컬렉션', '이론', '지식', '자바', '빌드', '실전', '최신']",입문자,"['Java', '객체지향', '함수형 프로그래밍']","['개발 · 프로그래밍', '프로그래밍 언어']",['얄팍한 코딩사전']
76,232,['면접관 입장에서 작성하는 합격하는 이력서와 포트폴리오'],"['책', '문제', '해결', '전략', '작성', '위주', '분석', '포트폴리오', '면접관', '생각', '이력서']",입문자,"['이력서', '포트폴리오']","['커리어', '취업 · 이직']",['양동준']
77,233,['[인프런x코드캠프] 훈훈한 Javascript'],"['능동', '자바스크립트', '개발', '도구', '데이터', '학습', '실무', '추출', '해결', '프로젝트', '지식', '문제', '원리', '작성', '구동', '직면', '날씨', '코드']",입문자,['JavaScript'],"['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['코드캠프']
78,234,['Flutter 초입문 왕초보편'],"['자신감', '문법', '개발', '앱', '기초', '향상']",입문자,"['Flutter', 'iOS', 'dart', 'Android']","['BEST', '개발 · 프로그래밍', '모바일 앱 개발']",['오준석']
79,235,['[실전 게임 코드 리뷰] 유니티 캐주얼 게임 (엘리스팡)'],"['유니티', '게임', '개발', '엔진', '캐주얼']",중급자,"['Unity', 'C#', 'Addressable Asset System']","['BEST', '게임 개발', '게임 프로그래밍']",['Rookiss']
80,236,['Jenkins를 이용한 CI/CD Pipeline 구축'],"['자동화', '패키징', '서버', '학습', '정보', '환경', '애플리케이션', '과정', '배포', '빌드', '구성', '제어', '파이프라인']",초급자,"['Jenkins', 'CI/CD', 'Ansible', 'Kubernetes', 'SonarQube']","['BEST', '개발 · 프로그래밍', '데브옵스 · 인프라']",['Dowon Lee']
81,237,['실전! 코틀린과 스프링 부트로 도서관리 애플리케이션 개발하기 (Java 프로젝트 리팩토링)'],"['구현', '지점', '용법', '사용', '요구사항', '기초', '테스트']",초급자,"['Kotlin', 'Spring Boot', 'Java', '리팩토링', 'Spring']","['BEST', '개발 · 프로그래밍', '백엔드']",['최태현']
82,238,['제대로 파는 Git & GitHub - by 얄코'],"['너비', '전략', '사용', '꿀팁', '관리', '실무', '용법', '동작', '조작', '고급', '기능', '상세', '컨벤션', '프로젝트', '기초', '설정', '원리', '실전', '협업', '고수']",입문자,"['Git', 'GitHub']","['BEST', '개발 · 프로그래밍', '개발 도구']",['얄팍한 코딩사전']
83,239,['Slack 클론 코딩[백엔드 with NestJS + TypeORM]'],"['설계', '비교', '유닛', '스팅']",중급자,"['NestJS', 'TypeORM', 'Express', 'Node.js']","['BEST', '개발 · 프로그래밍', '백엔드']",['조현영']
84,240,"['AWS 클라우드 서비스 인프라 구축 이해와 해킹, 보안']","['네트워크', '모의', '구축', '가상', '서비스', '해킹', '클라우드', '보안']",초급자,"['AWS', '모의해킹']","['BEST', '개발 · 프로그래밍', '데브옵스 · 인프라']",['보안프로젝트']
85,241,['머신러닝/딥러닝으로 이어지는 선형대수'],"['딥러닝', '러닝', '수학', '머신러닝', '관계', '표현', '기초', '선형대수']",입문자,"['선형대수학', '머신러닝', '딥러닝']","['데이터 사이언스', '인공지능']",['딥러닝호형']
86,242,['실전 인공지능으로 이어지는 딥러닝 개념 잡기'],"['원리', '팁', '딥러닝', '꿀', '신경망', '학습', '튜닝', '러닝', '성능', '동작', '모델', '인공', '전이', '향상']",입문자,"['딥러닝', '인공신경망', '머신러닝']","['BEST', '데이터 사이언스', '인공지능']",['딥러닝호형']
87,243,['Flutter 앱 개발 실전'],"['지식', '원리', '문법', '실전', '서비스', '관성', '동작', '만들기', '시각', '지속', '데이터']",초급자,['Flutter'],"['개발 · 프로그래밍', '모바일 앱 개발']",['DevStory']
88,244,"['[Bloc 응용] 실전 앱 만들기 (책 리뷰 앱) : SNS 로그인, Firebase 적용, Bloc 상태 관리, GoRouter']","['관리', '로그인', '사용', '라우트', '상태', '처리']",중급자,"['Flutter', 'bloc', 'Firebase']","['개발 · 프로그래밍', '모바일 앱 개발']",['개발하는남자']
89,245,['[JS] Phaser 게임 제작 - 뱀파이어 서바이벌 클론'],"['게임', '제작']",중급자,"['phaser', 'JavaScript']","['게임 개발', '게임 프로그래밍']",['제주코딩베이스캠프']
90,246,['핸즈온 리액트 네이티브'],"['내비게이션', '리액트', '파이어베이스', '네이티브']",초급자,['React Native'],"['개발 · 프로그래밍', '모바일 앱 개발']",['김범준']
91,247,"['최고의 프론트엔드 CSS Frameworks, UIkit']","['설계', '최고', '실전', '프론트엔드', '퍼블리싱', '제작', '포트폴리오', '개인', '프레임워크', '취업', '홈페이지', '섹션', '퍼블리셔']",초급자,"['HTML/CSS', '포트폴리오']","['개발 · 프로그래밍', '웹 개발']",['코딩웍스(Coding Works)']
92,248,['반응형 웹사이트 포트폴리오(Architecture Agency)'],"['능력', '퍼블리싱', '클래스', '핵심', '제작', '최적화', '속성', '전환', '웹사이트', '버전', '실력', '화면', '기능', '가상', '탭', '모바일', '이론', '향상', '메뉴', '콘텐츠', '쿼리', '반응', '실전', '노하우', '웹', '대응', '개념', '미디어']",중급자,"['HTML/CSS', 'jQuery', '웹 디자인', '반응형 웹']","['BEST', '개발 · 프로그래밍', '웹 개발']",['코딩웍스(Coding Works)']
93,249,['HTML+CSS+JS 포트폴리오 실전 퍼블리싱(시즌1)'],"['능력', '퍼블리싱', '클래스', '핵심', '제작', '자바스크립트', '라인', '속성', '텍스트', '조건문', '웹사이트', '실력', '블럭', '폰트', '용법', '인접', '요소', '변수', '가상', '탭', '선택', '이펙트', '이론', '향상', '마우스', '메뉴', '콘텐츠', '노하우', '호버', '개념', '에디터']",초급자,"['HTML/CSS', 'jQuery']","['BEST', '개발 · 프로그래밍', '웹 개발']",['코딩웍스(Coding Works)']
94,250,"['더 개발자, 커리어 가이드']","['커리어', '핵심', '역량', '단계', '개발자', '나은']",입문자,['자기계발'],"['BEST', '커리어', '취업 · 이직']",['백기선']
97,251,['그림으로 쉽게 배우는 자료구조와 알고리즘 (심화편)'],"['자료구조', '알고리즘']",초급자,['알고리즘'],"['BEST', '개발 · 프로그래밍', '알고리즘 · 자료구조']",['감자']
98,252,['그림으로 쉽게 배우는 자료구조와 알고리즘 (기본편)'],"['자료구조', '알고리즘']",입문자,['알고리즘'],"['BEST', '개발 · 프로그래밍', '알고리즘 · 자료구조']",['감자']
